text,label
bitch i know stfu,1
oh she is i respect that because bitches can be spiteful when it come to children,1
pussy will always be my fav iggy song like how do you not like a song that just says pussy numerous amounts of time,1
who s my bitch i am stephanie i am,1
when she says she not a hoe,1
frustration can be a bitch,2
the dmv system was recently restructured on the narrative outline of dante s inferno only edit dante is a fat pissed off cunt,1
a bird that courts females by building a beautiful nest with bright objects wildlife,2
almost of children in balochistan have never been to school followed by in sindh in kp and in punjab,2
being loud ghetto energetic aren t offensive things to me i own who i am where i come from nothing to be ashamed of,1
how original you faggots,1
apologizing in advance for my actions i m thee biggest bitch when i m studying,1
a bitch couldn t pay me to get dem pregnant again fr fam ion see how niccas out here poppin kids out,1
son of a bitch,1
never seen a pussy he didn t like,1
is money over bitches,1
it goes to her ego and her head bc it sholl is big bye bitches,1
ouuuuufffff you will see pussy,1
another high point was a hungarian calling me cheat fuck and cheat pussy for doing well,1
i like how thinks i m talking to hoes hell nah lol my bad i forgot you ain t got hoes like vdawg do,1
ladies you are not a hoe if you fucked on the first night don t let these lonely bitches lie to you,1
lmfao stupid bitch tells me at the door they already started and to come back ummmm nah,1
i have so many questions about that sex tape i love love love me some mimi and if that thirsty dude releases it he s trash,2
i curved yo bitch your welcome,1
back inhighschool me and used to have to stiff arm bitches that kept tryna steal our fitteds,1
lol she s always scheming dude jaime needs to keep his hoe on a leash or i mean his sister lol,1
sick bitch,1
cookies n cream oreo fudge ice cream,2
love a bitch fight,1
thisty hoe,1
never tell a bitch that i love her,1
hot pockets hoes,1
these bitches is wild,1
go fuck your self pussy,1
getting hit off a cunt thats about foot sideways and a cunt that was in the army lol i dini care yous are fuckin laughable,0
lmsoooo dawg i ain t got no bitches mane i low key got a chick but i can t say it on twitter you know how these wolves is,1
an just don t be a hoe about it haha,1
ily i m at work bitch do you even have any battle ready blades,1
boy i was clean in them bitches you loved them damn sandals,1
hit a bitch with a car bomb,1
hahaha ok you got a point there there would be hella bitches screamin and cryin ova that nigga th,1
red bone but her pusssy hairlessss,1
not all black girls are ghetto,1
lol cause these hoes love me,1
u see the damn phone ringing when you married bitches makes demands you haven t called me,1
where s this bitches parents tho go home you thot,1
pussy pussy pussy i smell ya frum bout a mile away,1
i hate when a nigga ask me where the hoes nigga idfk,0
it totally does smells like brownies every day i walk to work,2
you was never with me if you let what another bitch say change your actions towards me,1
these hoes get thick n fat confused way more than often,1
black cops want to kill white citizens spic cops want to kill anglo citizens zigeuner cops are all rapists,0
uni suuuucks lolol you suck bitch,1
he will need monkey bars on his tricycle,2
then zerah the cushite came against them with an army of one million men and chariots they came as far as mare,2
lmao dog just type them out and let them faggots try to decipher it,1
lookin like a total swag fag ayeeee,1
my niggah my niggah,1
the minute those red n yellow for rent signs go up the reg ppl start selling n move,2
big been trash for years now lol its a basketball conference now,2
what an amazing proud day it was today for and blockheads time for bed good knight,2
say what you want about but that bitch has pipes,1
i need a bitch,1
ur a fag,0
freeze bitch i m gonna steal your heart,1
i dog hoes not one but all hoes,1
it happens again black pack beats whitey this should make national news,0
no saving hoes,1
jus tired to tell a nicca young thug was gah yesterday nicca ain t believe me,1
back in elementary school when you were line leader everybody else was your bitch,1
come see me anyone named swagner is obviously a pussy,1
she remembers the dick lol and wants it again i recommend you shoot a bitch if she show up she might snap,1
i said middle school days as in the ghetto way people and what i am nor here to impress you what are you go,2
burnt pussy lips,1
soup is so much better when you have enough crackers to crumble in it to make it into a casserole,2
they really should expand this bitch with all the money,1
because i thought jay z would hit her yeah he is known for sockin a bitch or,1
all good things must come to an end that s all right get em tomorrow yankees,2
raised round real niccas no decoy,1
yea cuh a bitch fuc donald sterling cuhz pimpin tho,1
my reaction when a spoiled white kid says nigga like they a thug everytime whiggers,1
bae if i win you don t get no pussy tonight me shiiiiiit,1
ayo why da hell ain t nobody hip me to these niccas betterlatethannever,1
give them bitches good head i can assure you they will be back,1
radiofreenorthwest covington reads responses mocks fbi andy on real politics liv on her awakening gretchen,2
we dont trust these niggas all these bitches,1
nice body parts on ugly bitches is the worst,1
me and ma niggah in the func fucccccccked upppppp i m here on,1
that bitch on qualitest she dont act right wisewordsfromwebb,1
lol bitches be hella mad about they exs like why can t you be friends and forget about the past,1
just watched the llewyn davis doc warm fuzzies abound,2
if you arent going to stick to one garbage can for recycling im not going to give a single fuck about where im putting my trash,1
bitches be brilliant haha,1
i don t wanna be a hoe,1
i would rather you call me bitch than sir my manager,1
may the bird of paradise fly up your nose may an elephant caress you with his toes may your wife have runners u,2
how the bitch ear get burnt,1
i m on a boat bitch,1
fuck them texts it s a movement lmaooo courts texting rubbed off on me she used to be bitch bout it tho,1
pussy whipped,1
i love me some down ass bitches,1
oomf got hella hoes,1
ima show my ass tonight i can feel it omgggg i was thinking the same shit bitch,1
i poked this little pussy with a stick and he curled up into a little ball like a pill bug,1
haha yeah they do say im a little bitch,1
th beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for years,1
dumb bitches broke my tv went to wal mart fucked up wokeup with a smart tv lol,1
i m a tall big booty bitch wtf lol,1
omg the two monkey twins had never to call another girl ugly they got thicker mustaches then me,1
at this hispanic church jesus please respond to her you a hoe for this,1
that was me trying to be mature about the subject what kind of fucking pussies are you to bitch about a satirical tweet against asians,1
you look like ac green bitch don t call here anymore,1
nah if she wus freak an got smutted by multiple niggas you jis then cuffed up a hoe,1
thought i told you not to trust these hoes,1
no a dog like that needs bitches and he ain t ever gonna get bitches with that on him,1
lol to get the yellow bleach stain out use a baking soda hydrogen peroxide paste on the stain and throw in the washer,2
she killed that bitch,1
bitch,1
marijuana turn good pussy great,1
great reply except it was trash,2
porn android iphone ipad sex xxx xxx homemade pussy eating,1
you say you gotta new bitch,1
u made me drive all the way to plano then wanna bitch out,1
porn android iphone ipad sex xxx anal anal gaping tranny play panty nylon part,1
going up to the view point and seeing star child what the monkey,2
mt commission gouache tiki wahine monkey tubed surfing wavesliding waterwalker notkook,2
they hardly get sex so when the opportunity of sick presents itself their giving you some pussy and boy are they generous,1
